CustomerID,FirstName,LastName,Age,Weight
100849,Pauline,Gay,66,224
100850,Margaud,Gimenez,24,112
100851,Hélène,Robert,24,234
100852,अरुणा,गोयल,51,228
100853,Chantal,Guichard,59,249
100854,Borja,Menéndez,76,244
100855,Eberhard,Geisler,67,152
100856,Frank,Crawford,50,199
100857,Laure,Pruvost,69,127
100858,रामकृष्ण,दासगुप्ता,58,194
100859,坤,赖,77,164
100860,Auguste,Monnier,59,101
100861,Alessio,Trillini,55,241
100862,花子,遠藤,43,125
100863,鹏,何,68,112
100864,Alan,Erickson,66,202
100865,健一,藤田,21,165
100866,Imelda,Martin,66,130
100867,Santino,Fischetti,87,135
100868,Ann,Hernandez,32,195
100869,Severiano,Corominas,61,114
100870,Suzanne,Barrera,90,239
100871,William,Lucas,64,141
100872,Timothée,Lévy,76,242
100873,Pamela,Moreno,29,142
100874,さゆり,斉藤,55,218
100875,涼平,岡本,43,202
100876,Arnaude,Guérin,67,127
100877,真綾,松本,79,203
100878,धवल,वेंकटएसन,40,111
100879,सुरेन्द्र,सिंह,56,167
100880,Maria,Mcgrath,51,162
100881,Valentin,Christoph,58,228
100882,建军,黄,85,146
100883,峰,宋,42,215
100884,太一,松本,45,188
100885,Jacques,Joubert,18,203
100886,Aimee,Ellison,72,246
100887,Nathan,Forbes,47,230
100888,Herminia,Osorio,28,162
100889,Noemí,Asenjo,36,127
100890,Jay,Phillips,86,205
100891,Patrick,Besson,34,238
100892,Danielle,Blake,42,213
100893,彬,李,39,183
100894,Kim,Webb,50,228
100895,Nicolas,Moreno,54,139
100896,波,叶,55,249
100897,Concepción,Quero,44,210
100898,Elena,Pinedo,73,126
100899,英樹,小林,43,235
100900,Hiltraud,Kambs,40,235
100901,Emily,Vance,69,246
100902,修平,前田,28,117
100903,Vincent,Schmitt,89,205
100904,直樹,田中,62,206
100905,Pellegrino,Donarelli,41,115
100906,Mark,Walton,47,145
100907,Ottilie,Ziegert,52,217
100908,Ernst,Römer,58,111
100909,Nicholas,Terry,57,167
100910,Baccio,Porcellato,79,195
100911,Stefani,Tomasini,69,134
100912,Carl,Kelly,50,119
100913,Elena,Heydrich,44,248
100914,Lope,Ruano,86,194
100915,Matthew,Reyes,50,110
100916,Damián,Valencia,69,112
100917,लता,प्रसाद,49,168
100918,Mary,Blümel,56,243
100919,京助,高橋,28,196
100920,Marc,Townsend,89,169
100921,Luigi,Rossi,74,164
100922,春香,佐藤,40,234
100923,Pina,Natta,59,187
100924,Augustin,Lefort,84,250
100925,आदित्य,श्रीवास्तव,61,109
100926,विवेक,सुब्रमण्यम,36,162
100927,Domenico,Toselli,76,215
100928,倩,连,82,206
100929,秀珍,彭,41,172
100930,आनन्दा,चौहान,79,250
100931,Laure,Grenier,26,130
100932,桂花,盛,82,168
100933,涛,陆,53,105
100934,淳,小川,76,210
100935,Severino,Borromini,64,129
100936,Amanda,Clemente,56,187
100937,Eraldo,Malacarne,78,131
100938,Glenn,Johnson,76,148
100939,Craig,Navarro,85,136
100940,Margot,Sontag,70,180
100941,建平,孙,41,107
100942,Felizitas,Lehmann,46,172
100943,Donald,Gregory,64,146
100944,Rachael,Stewart,63,246
100945,María José,Cuevas,42,213
100946,Émile,Baron,71,155
100947,Ariadna,Priego,21,174
100948,Christine,Delmas,70,113
100949,篤司,加藤,73,242
100950,Nedda,Chittolini,18,250
100951,Roger,Neuschäfer,18,123
100952,Saskia,Holt,61,119
100953,महात्मा,सुब्रमण्यम,27,140
100954,Lauretta,Piccio,39,127
100955,丽华,宁,78,161
100956,Jayne,Woods,76,182
100957,Alessia,Biagi,22,168
100958,William,Goodman,22,120
100959,Leigh,Berry,47,132
100960,建军,刘,48,112
100961,पीताम्बर,देशपांडे,41,248
100962,Andrea,Robinson,30,229
100963,Fernanda,Montero,36,103
100964,स्वर्ण,गुहा,28,144
100965,Angela,Bird,81,170
100966,春香,青木,68,238
100967,सीता,शुक्ला,81,205
100968,Louise,Martins,30,159
100969,Kayla,Gonzalez,53,174
100970,Javier,Abascal,59,222
100971,Karl,Miller,72,247
100972,建华,钟,25,172
100973,燕,郑,18,161
100974,Noémi,Foucher,47,161
100975,Anselma,Andrade,57,165
100976,Nathalie,Couturier,41,102
100977,गोपीनाथ,भट,60,170
100978,Elaine,Sheppard,80,242
100979,Claas,Neureuther,74,158
100980,Nathaniel,Floyd,90,245
100981,Ariel,Quinn,87,197
100982,Harry,Juncken,86,228
100983,Holly,Calhoun,85,214
100984,Mariano,Rosado,46,164
100985,Anthony,Miles,88,142
100986,Adora,Núñez,77,134
100987,Milica,Mälzer,27,125
100988,Kathryn,Fisher,27,132
100989,Roberto,Cocci,67,157
100990,Donna,Johnson,58,139
100991,Lisa,Schicchi,50,106
100992,Aaron,Howe,67,212
100993,निखिल,महरा,21,161
100994,Brianna,Navarro,32,233
100995,Isaac,Delahaye,51,110
100996,Janko,Riehl,58,155
100997,Gregory,Bryan,77,180
100998,Carmela,Jiménez,62,211
100999,अनिरुद्ध,तिवारी,49,191
101000,Jean,Maurice,55,211
